id,loai,nhom_cap_1,nhom_cap_2,nhom_cap_3,nhom_cap_4,ten_sp,hinh_anh,kh_ncc_id,ten_kh_ncc,quy_trinh_san_xuat,quy_cach,sl_sp/me,sl_sp/thung,ti_le_thu_hoi,dvt,gia_von/me,gia_von/sp,gia_cap_1,gia_cap_2,gia_cap_3,kho_id,vi_tri,ton_kho,hsd,gioi_han_duoi,gioi_han_tren,thong_tin,ghi_chu,tinh_trang,ngay_tao,nguoi_tao,update,sp_xe,khay_xe
BTP_013,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Nhân khoai môn việt (có tái chế),,,,1,Mẻ,81.344,,0.97,Kg,1179747.4500000002,14503.189540715975,14085.500000000002,14725.749999999998,15366.0,WH-BTP_01,,-138065.285,,100.0,1000.0,,,Đang sản xuất,2024-05-23,tpcu.16food@gmail.com,2024-06-30 19:33:04,,
BTP_014,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Nhân lá dứa việt (có tái chế),,,,1,Mẻ,81.334,,0.97,Kg,1168362.664,14364.996975434628,14688.300000000001,15355.949999999999,16023.599999999999,WH-BTP_01,,-456280.485,,100.0,1000.0,,,Đang sản xuất,2024-05-23,tpcu.16food@gmail.com,2024-06-30 19:33:04,,
BTP_015,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Nhân socola,,,,1,Mẻ,82.013,,0.97,Kg,1421991.42,17338.60997646714,14413.300000000001,15068.449999999999,15723.599999999999,WH-BTP_01,,-364920.905,,100.0,1000.0,,,Đang sản xuất,2024-05-23,tpcu.16food@gmail.com,2024-06-30 19:33:04,,
BTP_016,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Nhân đậu xanh,,,,1,Mẻ,70.027,,0.97,Kg,1023116.785,14610.318662801492,17140.2,17919.3,18698.399999999998,WH-BTP_01,,-77442.229,,100.0,1000.0,,,Đang sản xuất,2024-05-23,tpcu.16food@gmail.com,2024-06-30 19:33:04,,
BTP_017,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Nhân bơ sữa,,,,1,Mẻ,81.125,,0.97,Kg,1226524.618,15118.94752542373,11883.300000000001,12423.449999999999,12963.6,WH-BTP_01,,-16500.0,,100.0,1000.0,,,Đang sản xuất,2024-05-23,tpcu.16food@gmail.com,2024-07-02 09:15:48,,
BTP_018,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Nhân cốm,,,,1,Mẻ,69.09,,0.97,Kg,665962.724,9639.060992907802,18035.600000000002,18855.399999999998,19675.2,WH-BTP_01,,-34393.799,,100.0,1000.0,,,Đang sản xuất,2024-05-23,tpcu.16food@gmail.com,2024-06-30 19:33:04,,
BTP_022,bán thành phẩm,Nhóm vỏ,,,,BTP 16Food Vỏ Bánh Mì Hot dog,,,,,Dây,43.323,,0.97,Kg,470144.42948750518165046.538780750001320,,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-20,rd01.16food@gmail.com,2024-07-06 14:55:43,,
BTP_025,bán thành phẩm,Nhóm Bao bì,,,,Tem tròn,,,,1,1 tem 1 túi,89,,0.97,Cái,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-21,rd01.16food@gmail.com,2024-06-22 13:25:43,,
BTP_027,bán thành phẩm,Nhóm sốt,,,,BTP 16Food Sốt Bánh mì Rong biển gà cay,,,,1,Mẻ,7.8,,0.97,Kg,295847.26800000004,37929.13692307693,0.0,0.0,0.0,WH-BTP_01,,-2625.6228,,100.0,1000.0,,,Đang sản xuất,2024-06-21,rd01.16food@gmail.com,2024-06-30 19:33:04,,
BTP_028,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Ruốc Bánh mì rong biển gà cay 21 60g,,,,1,test,1.907,,0.97,Kg,3922.325,2056.8038804404823,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-21,rd01.16food@gmail.com,2024-06-21 17:09:24,,
BTP_029,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Nhân SCND Bánh mì Pocket SCND,,,,1,Mẻ,2.083,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,-3277.0409,,100.0,1000.0,,,Đang sản xuất,2024-06-21,rd01.16food@gmail.com,,,
BTP_032,bán thành phẩm,Nhóm bao bì,,,,Hộp nhựa C55,,,,1,Hộp,131,,0.97,Cái,49780,380.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-21,rd01.16food@gmail.com,,,
BTP_036,bán thành phẩm,Nhóm vỏ,,,,BTP 16Food Ruốc Bánh mì Combo RBGC thùng 40 60g,,,,1,test,1.983,,0.97,Kg,446639.7,225234.34190620272,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-21,rd01.16food@gmail.com,,,
BTP_037,bán thành phẩm,Nhóm sốt,,,,BTP 16Food Sốt trứng muối Bánh mì BLTM hộp 1 160gr,,,,1,Túi tam giác,36.04,,0.97,Kg,1017260,28225.86015538291,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,2024-06-30 19:33:04,,
BTP_038,bán thành phẩm,Nhóm vỏ,,,,BTP 16Food Rong biển gà cay bánh mì BLTM hộp 1 160gr,,,,1,Mẻ,12.2,,0.97,Kg,2750648.6,225463.00000000003,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,,,
BTP_040,bán thành phẩm,Nhóm Bao bì,,,,"Tem in 0,00083g/cái",,,,1,1 tem 1 hộp,0.472,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,,,
BTP_041,bán thành phẩm,Nhóm Gato,,,,BTP 16Food Bạt Trà xanh 46x72,,,,1,khay,3.16,,0.97,Kg,152005.74,48103.08227848101,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,2024-06-28 18:24:00,,
BTP_042,bán thành phẩm,Nhóm Gato,,,,BTP 16Food Bạt socola 46x72,,,,1,Khay,4.8,,0.97,Kg,189473.55000000002,39473.65625000001,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,2024-06-28 18:24:00,,
BTP_043,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Kem BSN cơ bản,,,,1,Phết từng bạt,1.5,,0.97,Kg,112459,74972.66666666667,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,2024-06-28 18:31:17,,
BTP_046,bán thành phẩm,Nhóm Mứt,,,,BTP 16Food Mứt Bánh bông lan cuộn,,,,1,,9.167,,0.97,Kg,331148.708,36124.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,,,
BTP_047,bán thành phẩm,Nhóm Gato,,,,BTP 16Food Chiffon 01,,,,1,kg,3.988,,0.97,Kg,229408.87,57524.79187562688,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd.16food@gmail.com,2024-06-30 19:33:04,,
BTP_049,bán thành phẩm,Nhóm bao bì,,,,Hộp H05,,,,1,Hộp,100,,0.97,,151230.1,1512.3010000000002,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,,,
BTP_050,bán thành phẩm,Nhóm sốt,,,,BTP 16Food Sốt chịu nhiệt phomai,,,,1,Mẻ,0.5,,0.97,Kg,122400,244800.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd.16food@gmail.com,2024-06-27 10:17:28,,
BTP_051,bán thành phẩm,Nhóm bao bì,,,,Tô giấy có nắp size 16cm,,,,1,Tô/bánh,508,,0.97,Cái,648760.508,1277.0876141732283,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_052,bán thành phẩm,Nhóm vỏ,,,,Mứt cam,,,,1,Hộp,14.809,,0.97,Kg,178308.06399999998,12040.520224187992,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_053,bán thành phẩm,Nhóm Mứt,,,,Mứt việt quất,,,,1,Hộp,4.936,,0.97,Kg,666360,135000.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_054,bán thành phẩm,Nhóm Mứt,,,,"Topping Mix: Cam, chanh leo, việt quất...",,,,1,,4.936,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_055,bán thành phẩm,Nhóm nhân,,,,BTP Kem Mouse/ Tira cơ bản,,,,1,Mẻ,3.76,,0.97,Kg,385691.42,102577.50531914894,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_056,bán thành phẩm,Nhóm gato,,,,BTP Cốt GATO TRÀ XANH,,,,1,Bạt,7.24,,0.97,Kg,347817.479,48041.088259668504,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,2024-06-28 18:24:00,,
BTP_057,bán thành phẩm,Nhóm Gato,,,,BTP Cốt GATO SOCOLA,,,,1,Mẻ,7.245,,0.97,Kg,284250.14,39233.97377501726,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,2024-06-28 18:24:00,,
BTP_058,bán thành phẩm,Nhóm bột,,,,Bột cacao,,,,1,,0.05,,0.97,Kg,4888,97760.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,2024-06-26 11:17:46,,
BTP_059,bán thành phẩm,Nhóm Gato,,,,BTP 16Food Bạt Gato trộn sẵn 01,,,,1,Bạt,3.4,,0.97,Kg,493584.73500000004,145171.98088235295,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd.16food@gmail.com,2024-06-28 18:24:00,,
BTP_060,bán thành phẩm,Nhóm Gato,,,,Topingmix Tiramisu,,,,1,Quét,0.132,,0.97,Kg,4700,35606.06060606061,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,2024-06-26 11:17:51,,
BTP_061,bán thành phẩm,Nhóm bột,,,,Bột trà xanh,,,,1,gói,0.05,,0.97,Kg,36190,723800.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_062,bán thành phẩm,Nhóm bao bì,,,,Hộp nhựa 1kg,,,,1,Hộp,20.723,,0.97,Kg,17510.766,844.9918448101143,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_063,bán thành phẩm,Nhóm bao bì,,,,Hộp giấy 1985 lốc 50 C,,,,1,Lốc,29.256,,0.97,Kg,46692.097200000004,1595.983634126333,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_064,bán thành phẩm,Nhóm ruốc,,,,Chà bông gà,,,,1,Gói,2,,0.97,Kg,451770,225885.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_065,bán thành phẩm,Nhóm bao bì,,,,Tô giấy có nắp,,,,1,Hộp,494,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_067,bán thành phẩm,Nhóm Tem,,,,Tem tròn,,,,1,1 tem 1 túi,89,,0.97,Cái,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-21,rd01.16food@gmail.com,2024-06-22 13:25:43,,
BTP_071,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Nhân SCND Bánh mì Pocket SCND,,,,1,,2.083,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-21,rd01.16food@gmail.com,,,
BTP_074,bán thành phẩm,Nhóm bao bì,,,,Hộp nhựa C55,,,,1,Hộp,131,,0.97,Cái,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-21,rd01.16food@gmail.com,,,
BTP_082,bán thành phẩm,Nhóm Tem,,,,"Tem in 0,00083g/cái",,,,1,1 tem 1 hộp,0.472,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,,,
BTP_083,bán thành phẩm,Nhóm Gato,,,,BTP 16Food Bạt Trà xanh 46x72,,,,1,khay,3.16,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,2024-06-28 18:24:00,,
BTP_084,bán thành phẩm,Nhóm Gato,,,,BTP 16Food Bạt socola 46x72,,,,1,Khay,4.8,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,2024-06-28 18:24:00,,
BTP_085,bán thành phẩm,Nhóm Kem BSN,,,,BTP 16Food Kem BSN cơ bản,,,,1,Phết từng bạt,1.5,,0.97,Kg,112459,74972.66666666667,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,2024-06-28 18:31:17,,
BTP_087,bán thành phẩm,Nhóm Tem,,,,Tem trường học có mã vạch,,,,1,,264.385,,0.97,,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,,,
BTP_088,bán thành phẩm,Nhóm Mứt,,,,BTP 16Food Mứt Bánh bông lan cuộn,,,,1,,9.167,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,,,
BTP_089,bán thành phẩm,Nhóm Gato,,,,BTP 16Food Chiffon 01,,,,1,kg,3.988,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd.16food@gmail.com,2024-06-30 19:33:04,,
BTP_091,bán thành phẩm,Nhóm bao bì,,,,Hộp H05,,,,1,Hộp,100,,0.97,,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-22,rd01.16food@gmail.com,,,
BTP_093,bán thành phẩm,Nhóm bao bì,,,,Tô giấy có nắp size 16cm,,,,1,Tô/bánh,508,,0.97,Cái,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_094,bán thành phẩm,Topping Mix,,,,Mứt cam,,,,1,Hộp,14.809,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_098,bán thành phẩm,Nhóm gato,,,,BTP Cốt GATO TRÀ XANH,,,,1,Bạt,7.24,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,2024-06-28 18:24:00,,
BTP_099,bán thành phẩm,Nhóm gato,,,,BTP Cốt GATO SOCOLA,,,,1,,7.245,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,2024-06-28 18:24:00,,
BTP_100,bán thành phẩm,Nhóm bột,,,,Bột cacao,,,,1,,0.05,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,2024-06-26 11:17:46,,
BTP_101,bán thành phẩm,Nhóm Gato,,,,BTP 16Food Bạt Gato trộn sẵn 01,,,,1,Bạt,3.4,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd.16food@gmail.com,2024-06-28 18:24:00,,
BTP_102,bán thành phẩm,Nhóm Gato,,,,Topingmix Tiramisu,,,,1,Quét,0.132,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,2024-06-26 11:17:51,,
BTP_103,bán thành phẩm,Nhóm bột,,,,Bột trà xanh,,,,1,gói,0.05,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_104,bán thành phẩm,Nhóm bao bì,,,,Hộp nhựa 1kg,,,,1,Hộp,20.723,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_105,bán thành phẩm,Nhóm bao bì,,,,Hộp giấy 1985 lốc 50 C,,,,1,Lốc,29.256,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_106,bán thành phẩm,Nhóm ruốc,,,,Chà bông gà,,,,1,Gói,2,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_107,bán thành phẩm,Nhóm nhân,,,,Tô giấy có nắp,,,,1,Hộp,494,,0.97,Kg,0,0.0,0.0,0.0,0.0,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_108,bán thành phẩm,Nhóm nhân,,,,"BTP 16Food Cốt Gato size 8*8,5",,,,1,Hộp,,,0.97,Hộp,165578.00829613738,0.0,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,2024-06-30 19:39:04,,
BTP_109,bán thành phẩm,Nhóm nhân,,,,BTP 16Food Ruốc Bánh mì rong biển gà cay,,,,1,Hộp,20,,0.97,Hộp,421339.7,21066.985,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_110,bán thành phẩm,Nhóm sốt,,,,BTP 16Food Sốt trứng muối,,,,,Hộp,27.9,,0.97,Kg,1992230.0999999996,71406.09677419355,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-06-24,rd01.16food@gmail.com,,,
BTP_NN--_014,bán thành phẩm,Nhóm nhân,,,,BTP Nhóm nhân Thịt Miến,,,,1,Mẻ,16.708,,0.97,Kg,321312.822,19231.076250897775,,,,WH-BTP_01,,0.0,,,,,,Đang sản xuất,2024-08-30,rd.16food@gmail.com,,,
BTP_NN--_015,bán thành phẩm,Nhóm nhân,,,,BTP Nhóm nhân Đậu xanh Dừa,,,,1,Mẻ,21.516,,0.97,Kg,352965.224,16404.778955196132,,,,WH-BTP_01,,0.0,,,,,,Đang sản xuất,2024-08-30,rd.16food@gmail.com,,,
BTP_NV--_013,bán thành phẩm,Nhóm vỏ,,,,BTP Nhóm vỏ Trung thu HVX,,,,1,Mẻ,15.676,,0.97,Kg,514668.228,32831.60423577443,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-08-27,rd.16food@gmail.com,,,
BTP_NV--_014,bán thành phẩm,Nhóm vỏ,,,,BTP Nhóm vỏ trung thu Thập cẩm,,,,1,Mẻ,20.313,,0.97,Kg,268107.14999999997,13198.796337320926,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-08-27,rd.16food@gmail.com,,,
BTP_NV--_015,bán thành phẩm,Nhóm vỏ,,,,BTP Nhóm vỏ trung thu Nhân ngọt,,,,1,Mẻ,,,0.97,Kg,306964.32,0.0,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-08-27,rd.16food@gmail.com,,,
BTP_NV--_016,bán thành phẩm,Nhóm vỏ,,,,BTP Nhóm vỏ trung thu Tiramisu,,,,1,Mẻ,13.115,,0.97,Kg,158298.41,12070.027449485322,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-08-27,rd.16food@gmail.com,,,
BTP_NV--_017,bán thành phẩm,Nhóm vỏ,,,,BTP Nhóm vỏ trung thu Trà xanh,,,,1,Mẻ,12.965,,0.97,Kg,247316.41,19075.69687620517,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-08-27,rd.16food@gmail.com,,,
BTP_NV--_018,bán thành phẩm,Nhóm vỏ,,,,BTP Nhóm vỏ trung thu dẻo thường,,,,1,Mẻ,7.715,,0.97,Kg,130682.94,16938.812702527543,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-08-27,rd.16food@gmail.com,,,
BTP_NV--_019,bán thành phẩm,Nhóm vỏ,,,,BTP Nhóm vỏ trung thu dẻo Than tre,,,,1,Mẻ,7.763,,0.97,Kg,171962.94,22151.60891407961,,,,WH-BTP_01,,0.0,,100.0,1000.0,,,Đang sản xuất,2024-08-27,rd.16food@gmail.com,,,
